INDEX();cod_pais;cod_sucursal;desc_sucursal;cod_zona_cliente;cod_ruta_cliente;desc_marca (grupo);fecha_liquidacion;Clientes_Vta;total_clientes;% Cob ;Caja_Fisica;Caja_Unitaria;Venta_Neta;ticket;pedidos_concretados;frecuencia_compra
39,371;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;10/1/2025;143;230;62%;1,261;181;4,138;45;92; 0.64 
39,372;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;11/1/2025;82;230;36%;148;21;528;20;27; 0.33 
39,373;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;12/1/2025;19;230;8%;24;3;90;18;5; 0.26 
39,374;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;1/1/2026;11;230;5%;18;2;63;13;5; 0.45 
39,375;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;2/1/2026;15;230;7%;20;3;72;72;1; 0.07 
39,376;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;3/1/2026;126;233;54%;183;15;560;10;56; 0.44 
39,377;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT;4/1/2026;22;236;9%;25;3;84;17;5; 0.23 
39,378;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;9/1/2025;1;230;0%;1;0;3;3;1; 1.00 
39,379;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;10/1/2025;1;230;0%;1;0;3;3;1; 1.00 
39,380;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;11/1/2025;77;230;33%;196;28;686;18;39; 0.51 
39,381;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;12/1/2025;133;230;58%;782;113;2,659;32;84; 0.63 
39,382;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;1/1/2026;115;230;50%;633;91;2,153;30;71; 0.62 
39,383;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;2/1/2026;130;230;57%;780;112;2,509;36;70; 0.54 
39,384;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;3/1/2026;132;233;57%;697;100;2,299;28;82; 0.62 
39,385;GT;17;AJEMAYA SUCURSAL BARBERENA;20;1306;VOLT GO;4/1/2026;109;236;46%;399;57;1,318;25;52; 0.48 
39,398;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;1/1/2025;150;209;72%;1,448;629;7,597;35;220; 1.47 
39,399;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;2/1/2025;137;220;62%;948;396;4,834;24;200; 1.46 
39,400;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;3/1/2025;174;225;77%;1,034;448;5,448;20;270; 1.55 
39,401;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;4/1/2025;160;225;71%;1,232;561;6,586;30;220; 1.38 
39,402;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;5/1/2025;172;230;75%;865;379;4,614;19;247; 1.44 
39,403;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;6/1/2025;188;230;82%;883;385;4,705;16;291; 1.55 
39,404;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;7/1/2025;194;230;84%;997;437;5,311;22;240; 1.24 
39,405;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;8/1/2025;148;232;64%;1,023;468;5,440;26;206; 1.39 
39,406;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;9/1/2025;126;233;54%;712;315;3,794;23;165; 1.31 
39,407;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;10/1/2025;163;233;70%;829;357;4,302;20;214; 1.31 
39,408;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;11/1/2025;139;234;59%;934;427;4,984;28;178; 1.28 
39,409;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;12/1/2025;117;236;50%;1,038;476;5,718;38;151; 1.29 
39,410;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;1/1/2026;165;237;70%;1,139;513;6,084;28;218; 1.32 
39,411;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;2/1/2026;179;238;75%;783;336;4,110;22;190; 1.06 
39,412;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;3/1/2026;151;240;63%;1,257;576;6,794;40;169; 1.12 
39,413;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIG;4/1/2026;126;246;51%;632;315;3,618;34;105; 0.83 
39,426;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;1/1/2025;39;209;19%;104;8;316;14;23; 0.59 
39,427;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;2/1/2025;34;220;15%;64;5;193;7;28; 0.82 
39,428;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;3/1/2025;27;225;12%;67;5;206;9;22; 0.81 
39,429;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;4/1/2025;27;225;12%;61;5;195;8;24; 0.89 
39,430;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;5/1/2025;26;230;11%;66;5;206;23;9; 0.35 
39,431;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;6/1/2025;25;230;11%;15;1;0;0;5; 0.20 
39,432;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;8/1/2025;12;232;5%;25;2;76;13;6; 0.50 
39,433;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;9/1/2025;20;233;9%;42;3;140;13;11; 0.55 
39,434;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;10/1/2025;13;233;6%;31;2;96;14;7; 0.54 
39,435;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;11/1/2025;21;234;9%;50;4;160;13;12; 0.57 
39,436;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;12/1/2025;33;236;14%;73;6;230;14;17; 0.52 
39,437;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;1/1/2026;29;237;12%;59;4;178;13;14; 0.48 
39,438;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;2/1/2026;20;238;8%;48;4;148;13;11; 0.55 
39,439;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;3/1/2026;23;240;10%;64;5;198;14;14; 0.61 
39,440;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;BIO ALOE;4/1/2026;25;246;10%;55;4;171;17;10; 0.40 
39,457;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;1/1/2025;168;209;80%;1,244;417;3,992;17;232; 1.38 
39,458;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;2/1/2025;181;220;82%;874;302;2,827;12;245; 1.35 
39,459;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;3/1/2025;193;225;86%;1,064;373;3,516;13;276; 1.43 
39,460;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;4/1/2025;212;225;94%;1,427;493;4,629;12;373; 1.76 
39,461;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;5/1/2025;200;230;87%;1,193;416;3,987;14;276; 1.38 
39,462;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;6/1/2025;185;230;80%;854;296;2,854;13;224; 1.21 
39,463;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;7/1/2025;200;230;87%;1,261;439;4,208;14;307; 1.54 
39,464;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;8/1/2025;209;232;90%;1,244;428;3,989;14;286; 1.37 
39,465;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;9/1/2025;175;233;75%;843;298;2,790;12;227; 1.30 
39,466;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;10/1/2025;209;233;90%;1,015;354;3,337;11;305; 1.46 
39,467;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;11/1/2025;183;234;78%;1,152;401;3,678;14;272; 1.49 
39,468;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;12/1/2025;190;236;81%;998;351;3,308;13;262; 1.38 
39,469;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;1/1/2026;206;237;87%;1,057;363;3,530;12;290; 1.41 
39,470;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;2/1/2026;217;238;91%;1,049;367;3,499;11;314; 1.45 
39,471;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;3/1/2026;237;240;99%;1,518;520;5,029;12;416; 1.76 
39,472;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIELO;4/1/2026;215;246;87%;1,010;351;3,395;13;254; 1.18 
39,485;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;1/1/2025;120;209;57%;490;127;1,700;15;115; 0.96 
39,486;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;2/1/2025;124;220;56%;381;103;1,435;10;141; 1.14 
39,487;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;3/1/2025;118;225;52%;405;109;1,512;10;146; 1.24 
39,488;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;4/1/2025;107;225;48%;366;106;1,431;12;124; 1.16 
39,489;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;5/1/2025;111;230;48%;423;113;1,589;15;109; 0.98 
39,490;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;6/1/2025;117;230;51%;377;102;1,404;12;117; 1.00 
39,491;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;7/1/2025;110;230;48%;507;133;1,827;16;116; 1.05 
39,492;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;8/1/2025;108;232;47%;443;107;1,553;14;109; 1.01 
39,493;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;9/1/2025;101;233;43%;365;94;1,305;14;96; 0.95 
39,494;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;10/1/2025;131;233;56%;340;83;1,112;8;136; 1.04 
39,495;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;11/1/2025;111;234;47%;308;75;1,050;12;91; 0.82 
39,496;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;12/1/2025;113;236;48%;399;102;1,443;13;112; 0.99 
39,497;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;1/1/2026;105;237;44%;419;105;1,468;16;89; 0.85 
39,498;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;2/1/2026;164;238;69%;499;118;1,679;11;159; 0.97 
39,499;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;3/1/2026;160;240;67%;460;113;1,591;10;156; 0.98 
39,500;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;CIFRUT;4/1/2026;165;246;67%;405;93;1,301;10;124; 0.75 
39,507;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;1/1/2025;4;209;2%;5;1;14;7;2; 0.50 
39,508;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;2/1/2025;7;220;3%;8;1;23;23;1; 0.14 
39,509;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;3/1/2025;3;225;1%;4;0;12;12;1; 0.33 
39,510;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;4/1/2025;1;225;0%;1;0;3;3;1; 1.00 
39,511;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;5/1/2025;1;230;0%;1;0;3;;; -   
39,512;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;7/1/2025;1;230;0%;1;0;3;;; -   
39,513;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;8/1/2025;1;232;0%;0;0;0;0;1; 1.00 
39,514;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;12/1/2025;1;236;0%;1;0;3;3;1; 1.00 
39,515;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;1/1/2026;1;237;0%;3;0;9;;; -   
39,516;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;2/1/2026;1;238;0%;1;0;3;;; -   
39,517;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;COOL TEA;4/1/2026;1;246;0%;1;0;3;;; -   
39,530;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;1/1/2025;76;209;36%;150;7;351;6;63; 0.83 
39,531;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;2/1/2025;66;220;30%;117;5;256;6;45; 0.68 
39,532;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;3/1/2025;126;225;56%;403;8;595;5;112; 0.89 
39,533;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;4/1/2025;98;225;44%;268;6;437;5;92; 0.94 
39,534;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;5/1/2025;93;230;40%;314;7;498;7;76; 0.82 
39,535;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;6/1/2025;119;230;52%;271;6;360;3;103; 0.87 
39,536;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;7/1/2025;108;230;47%;199;5;321;3;95; 0.88 
39,537;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;8/1/2025;47;232;20%;119;6;276;6;47; 1.00 
39,538;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;9/1/2025;39;233;17%;72;2;138;5;27; 0.69 
39,539;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;10/1/2025;82;233;35%;118;4;236;5;51; 0.62 
39,540;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;11/1/2025;81;234;35%;175;7;316;6;55; 0.68 
39,541;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;12/1/2025;100;236;42%;165;4;222;3;72; 0.72 
39,542;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;1/1/2026;52;237;22%;127;4;246;6;42; 0.81 
39,543;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;2/1/2026;77;238;32%;118;3;210;4;54; 0.70 
39,544;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;3/1/2026;89;240;37%;111;2;165;2;80; 0.90 
39,545;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;D GUSSTO;4/1/2026;50;246;20%;66;1;103;3;40; 0.80 
39,546;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;5/1/2025;14;230;6%;8;2;75;25;3; 0.21 
39,547;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;6/1/2025;16;230;7%;12;2;121;30;4; 0.25 
39,548;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;7/1/2025;13;230;6%;11;2;101;17;6; 0.46 
39,549;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;8/1/2025;9;232;4%;9;2;77;15;5; 0.56 
39,550;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;9/1/2025;37;233;16%;37;2;124;8;16; 0.43 
39,551;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;10/1/2025;12;233;5%;19;2;125;31;4; 0.33 
39,552;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;11/1/2025;11;234;5%;11;1;44;9;5; 0.45 
39,553;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;12/1/2025;53;236;22%;17;2;118;5;23; 0.43 
39,554;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;1/1/2026;52;237;22%;16;1;76;3;30; 0.58 
39,555;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;2/1/2026;11;238;5%;14;1;68;17;4; 0.36 
39,556;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;3/1/2026;10;240;4%;15;2;109;18;6; 0.60 
39,557;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DEST;4/1/2026;9;246;4%;11;1;69;34;2; 0.22 
39,558;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;9/1/2025;42;233;18%;58;8;306;11;27; 0.64 
39,559;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;10/1/2025;23;233;10%;20;3;107;12;9; 0.39 
39,560;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;11/1/2025;15;234;6%;9;1;48;4;12; 0.80 
39,561;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;12/1/2025;8;236;3%;15;2;80;10;8; 1.00 
39,562;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;1/1/2026;5;237;2%;10;1;54;27;2; 0.40 
39,563;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;2/1/2026;51;238;21%;10;1;54;2;31; 0.61 
39,564;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;3/1/2026;52;240;22%;24;3;131;3;40; 0.77 
39,565;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;DILYTE;4/1/2026;48;246;20%;8;1;43;2;27; 0.56 
39,578;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;1/1/2025;16;209;8%;21;3;49;5;9; 0.56 
39,579;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;2/1/2025;20;220;9%;32;4;74;5;15; 0.75 
39,580;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;3/1/2025;17;225;8%;41;5;95;7;13; 0.76 
39,581;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;4/1/2025;12;225;5%;23;3;53;6;9; 0.75 
39,582;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;5/1/2025;10;230;4%;14;2;33;5;6; 0.60 
39,583;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;6/1/2025;12;230;5%;15;2;35;6;6; 0.50 
39,584;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;7/1/2025;5;230;2%;6;1;14;14;1; 0.20 
39,585;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;KR;8/1/2025;6;232;3%;8;1;19;4;5; 0.83 
39,598;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;1/1/2025;136;209;65%;593;51;1,449;11;135; 0.99 
39,599;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;2/1/2025;146;220;66%;516;42;1,238;6;198; 1.36 
39,600;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;3/1/2025;88;225;39%;268;21;606;11;57; 0.65 
39,601;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;4/1/2025;84;225;37%;231;15;419;7;60; 0.71 
39,602;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;5/1/2025;163;230;71%;553;43;1,208;7;165; 1.01 
39,603;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;6/1/2025;111;230;48%;614;51;1,398;12;121; 1.09 
39,604;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;7/1/2025;144;230;63%;774;65;1,724;11;163; 1.13 
39,605;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;8/1/2025;159;232;69%;663;54;1,467;10;153; 0.96 
39,606;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;9/1/2025;138;233;59%;481;39;1,063;6;166; 1.20 
39,607;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;10/1/2025;139;233;60%;693;58;1,518;9;163; 1.17 
39,608;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;11/1/2025;105;234;45%;645;54;1,429;13;106; 1.01 
39,609;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;12/1/2025;153;236;65%;617;50;1,369;7;188; 1.23 
39,610;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;1/1/2026;152;237;64%;1,086;92;2,420;14;174; 1.14 
39,611;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;2/1/2026;159;238;67%;622;51;1,387;8;168; 1.06 
39,612;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;3/1/2026;165;240;69%;731;62;1,634;12;136; 0.82 
39,613;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;PULP;4/1/2026;138;246;56%;791;67;1,734;15;116; 0.84 
39,626;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;1/1/2025;188;209;90%;1,748;350;7,812;23;333; 1.77 
39,627;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;2/1/2025;210;220;95%;1,658;318;7,003;17;422; 2.01 
39,628;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;3/1/2025;221;225;98%;2,124;425;9,338;20;467; 2.11 
39,629;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;4/1/2025;205;225;91%;2,334;445;9,825;23;434; 2.12 
39,630;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;5/1/2025;223;230;97%;2,133;407;8,913;21;431; 1.93 
39,631;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;6/1/2025;202;230;88%;1,666;321;7,228;20;358; 1.77 
39,632;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;7/1/2025;210;230;91%;1,899;369;8,453;22;382; 1.82 
39,633;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;8/1/2025;214;232;92%;2,338;455;10,294;25;407; 1.90 
39,634;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;9/1/2025;194;233;83%;1,569;304;6,881;24;284; 1.46 
39,635;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;10/1/2025;182;233;78%;1,869;368;8,014;30;270; 1.48 
39,636;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;11/1/2025;191;234;82%;1,558;304;6,664;26;256; 1.34 
39,637;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;12/1/2025;201;236;85%;1,707;342;7,711;23;341; 1.70 
39,638;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;1/1/2026;192;237;81%;2,036;404;8,879;28;312; 1.63 
39,639;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;2/1/2026;197;238;83%;1,336;256;5,764;23;250; 1.27 
39,640;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;3/1/2026;198;240;83%;1,968;388;8,507;29;291; 1.47 
39,641;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;SPORADE;4/1/2026;177;246;72%;1,550;307;6,729;33;202; 1.14 
39,642;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;5/1/2025;42;230;18%;66;26;293;11;27; 0.64 
39,643;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;6/1/2025;22;230;10%;22;9;88;5;17; 0.77 
39,644;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;7/1/2025;10;230;4%;19;8;81;14;6; 0.60 
39,645;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;8/1/2025;7;232;3%;16;6;70;12;6; 0.86 
39,646;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;9/1/2025;9;233;4%;9;3;40;10;4; 0.44 
39,647;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;10/1/2025;6;233;3%;12;5;56;11;5; 0.83 
39,648;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;11/1/2025;3;234;1%;5;2;23;23;1; 0.33 
39,649;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VIDA;12/1/2025;3;236;1%;4;2;19;19;1; 0.33 
39,662;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;1/1/2025;133;209;64%;797;111;2,443;22;112; 0.84 
39,663;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;2/1/2025;127;220;58%;565;79;1,798;17;104; 0.82 
39,664;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;3/1/2025;122;225;54%;507;72;1,682;14;124; 1.02 
39,665;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;4/1/2025;109;225;48%;290;42;1,018;14;74; 0.68 
39,666;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;5/1/2025;124;230;54%;647;93;2,074;20;103; 0.83 
39,667;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;6/1/2025;123;230;53%;483;69;1,456;16;92; 0.75 
39,668;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;7/1/2025;152;230;66%;400;58;1,342;13;101; 0.66 
39,669;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;8/1/2025;160;232;69%;420;61;1,472;13;117; 0.73 
39,670;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;9/1/2025;120;233;52%;351;52;1,210;14;89; 0.74 
39,671;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;10/1/2025;115;233;49%;497;72;1,701;21;82; 0.71 
39,672;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;11/1/2025;70;234;30%;157;23;569;20;28; 0.40 
39,673;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;12/1/2025;49;236;21%;69;10;105;10;10; 0.20 
39,674;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;1/1/2026;13;237;5%;20;3;76;38;2; 0.15 
39,675;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;2/1/2026;21;238;9%;35;5;135;34;4; 0.19 
39,676;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;3/1/2026;74;240;31%;142;12;440;12;37; 0.50 
39,677;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT;4/1/2026;38;246;15%;52;5;173;7;26; 0.68 
39,678;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;9/1/2025;6;233;3%;8;1;29;15;2; 0.33 
39,679;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;10/1/2025;8;233;3%;14;2;49;16;3; 0.38 
39,680;GT;17;AJEMAYA SUCURSAL BARBERENA;21;1307;VOLT GO;11/1/2025;74;234;32%;181;26;633;14;46; 0.62 
