INDEX();cod_pais;cod_sucursal;desc_sucursal;cod_zona_cliente;cod_ruta_cliente;desc_marca (grupo);fecha_liquidacion;Clientes_Vta;total_clientes;% Cob ;Caja_Fisica;Caja_Unitaria;Venta_Neta;ticket;pedidos_concretados;frecuencia_compra
377;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;3/1/2025;169;188;90%;1,921;748;6,719;24;279; 1.65 
378;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;4/1/2025;149;188;79%;1,726;664;5,999;29;210; 1.41 
379;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;5/1/2025;172;193;89%;2,144;830;7,655;31;247; 1.44 
380;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;6/1/2025;150;200;75%;1,457;569;5,180;22;237; 1.58 
381;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;7/1/2025;178;207;86%;1,880;720;6,640;21;314; 1.76 
382;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;8/1/2025;176;210;84%;1,805;692;6,316;21;307; 1.74 
383;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;9/1/2025;179;221;81%;1,864;702;6,411;24;268; 1.50 
384;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;10/1/2025;186;221;84%;1,812;649;6,130;21;298; 1.60 
385;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;11/1/2025;184;229;80%;1,719;641;5,689;21;272; 1.48 
386;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;12/1/2025;193;236;82%;1,819;670;6,170;20;301; 1.56 
387;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;1/1/2026;191;244;78%;1,431;529;4,904;16;299; 1.57 
388;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;2/1/2026;212;245;87%;1,728;627;5,815;17;347; 1.64 
389;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;3/1/2026;236;256;92%;2,401;875;8,251;18;452; 1.92 
390;GT;02;RUTA EL ATLANTICO;30;1401;CIELO;4/1/2026;183;263;70%;1,566;576;5,428;20;268; 1.46 
403;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;1/1/2025;150;176;85%;988;341;4,185;18;235; 1.57 
404;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;2/1/2025;148;182;81%;859;323;3,967;23;173; 1.17 
405;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;3/1/2025;157;188;84%;1,137;424;5,168;22;237; 1.51 
406;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;4/1/2025;147;188;78%;863;348;4,067;22;184; 1.25 
407;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;5/1/2025;153;193;79%;1,109;400;5,051;26;195; 1.27 
408;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;6/1/2025;147;200;74%;966;371;4,723;20;236; 1.61 
409;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;7/1/2025;156;207;75%;1,164;424;5,413;21;255; 1.63 
410;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;8/1/2025;160;210;76%;1,224;445;5,658;23;249; 1.56 
411;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;9/1/2025;168;221;76%;1,121;427;5,287;22;239; 1.42 
412;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;10/1/2025;150;221;68%;957;358;4,387;23;191; 1.27 
413;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;11/1/2025;161;229;70%;947;359;4,288;22;195; 1.21 
414;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;12/1/2025;146;236;62%;684;261;3,335;18;183; 1.25 
415;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;1/1/2026;154;244;63%;869;313;3,954;19;205; 1.33 
416;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;2/1/2026;184;245;75%;1,227;413;5,243;24;219; 1.19 
417;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;3/1/2026;190;256;74%;1,142;372;4,800;25;194; 1.02 
418;GT;02;RUTA EL ATLANTICO;30;1401;CIFRUT;4/1/2026;182;263;69%;846;278;3,532;22;161; 0.88 
426;GT;02;RUTA EL ATLANTICO;30;1401;COOL TEA;5/1/2025;4;193;2%;5;0;12;6;2; 0.50 
427;GT;02;RUTA EL ATLANTICO;30;1401;COOL TEA;4/1/2026;1;263;0%;1;0;3;;; -   
440;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;1/1/2025;54;176;31%;73;3;162;4;46; 0.85 
441;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;2/1/2025;36;182;20%;54;3;135;8;17; 0.47 
442;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;3/1/2025;40;188;21%;112;4;234;15;16; 0.40 
443;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;4/1/2025;14;188;7%;34;1;73;10;7; 0.50 
444;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;5/1/2025;14;193;7%;44;3;119;24;5; 0.36 
445;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;6/1/2025;16;200;8%;42;3;114;10;11; 0.69 
446;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;7/1/2025;31;207;15%;78;2;145;10;14; 0.45 
447;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;8/1/2025;21;210;10%;47;2;109;7;15; 0.71 
448;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;9/1/2025;41;221;19%;83;2;151;8;18; 0.44 
449;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;10/1/2025;24;221;11%;57;2;107;11;10; 0.42 
450;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;11/1/2025;68;229;30%;174;4;271;6;46; 0.68 
451;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;12/1/2025;56;236;24%;183;4;280;6;46; 0.82 
452;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;1/1/2026;61;244;25%;217;4;322;6;53; 0.87 
453;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;2/1/2026;61;245;25%;133;3;220;5;41; 0.67 
454;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;3/1/2026;50;256;20%;125;3;206;6;34; 0.68 
455;GT;02;RUTA EL ATLANTICO;30;1401;D GUSSTO;4/1/2026;55;263;21%;96;2;149;3;46; 0.84 
456;GT;02;RUTA EL ATLANTICO;30;1401;DEST;5/1/2025;3;193;2%;1;0;10;;; -   
457;GT;02;RUTA EL ATLANTICO;30;1401;DEST;6/1/2025;6;200;3%;6;1;50;50;1; 0.17 
458;GT;02;RUTA EL ATLANTICO;30;1401;DEST;7/1/2025;7;207;3%;4;1;35;18;2; 0.29 
459;GT;02;RUTA EL ATLANTICO;30;1401;DEST;8/1/2025;5;210;2%;6;1;52;52;1; 0.20 
460;GT;02;RUTA EL ATLANTICO;30;1401;DEST;9/1/2025;23;221;10%;30;2;84;8;10; 0.43 
461;GT;02;RUTA EL ATLANTICO;30;1401;DEST;10/1/2025;9;221;4%;12;1;40;20;2; 0.22 
462;GT;02;RUTA EL ATLANTICO;30;1401;DEST;11/1/2025;14;229;6%;21;2;110;11;10; 0.71 
463;GT;02;RUTA EL ATLANTICO;30;1401;DEST;12/1/2025;31;236;13%;21;3;134;9;15; 0.48 
464;GT;02;RUTA EL ATLANTICO;30;1401;DEST;1/1/2026;20;244;8%;23;2;80;16;5; 0.25 
465;GT;02;RUTA EL ATLANTICO;30;1401;DEST;2/1/2026;27;245;11%;28;2;114;13;9; 0.33 
466;GT;02;RUTA EL ATLANTICO;30;1401;DEST;3/1/2026;18;256;7%;24;2;84;10;8; 0.44 
467;GT;02;RUTA EL ATLANTICO;30;1401;DEST;4/1/2026;9;263;3%;7;0;25;5;5; 0.56 
468;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;9/1/2025;29;221;13%;48;6;247;13;19; 0.66 
469;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;10/1/2025;22;221;10%;32;4;168;13;13; 0.59 
470;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;11/1/2025;10;229;4%;16;2;83;42;2; 0.20 
471;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;12/1/2025;13;236;6%;18;2;97;19;5; 0.38 
472;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;1/1/2026;11;244;5%;17;2;88;15;6; 0.55 
473;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;2/1/2026;20;245;8%;23;3;124;16;8; 0.40 
474;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;3/1/2026;19;256;7%;25;3;131;22;6; 0.32 
475;GT;02;RUTA EL ATLANTICO;30;1401;DILYTE;4/1/2026;32;263;12%;18;2;96;5;21; 0.66 
487;GT;02;RUTA EL ATLANTICO;30;1401;KR;3/1/2025;2;188;1%;2;0;5;;; -   
488;GT;02;RUTA EL ATLANTICO;30;1401;KR;4/1/2025;1;188;1%;1;0;2;;; -   
489;GT;02;RUTA EL ATLANTICO;30;1401;KR;8/1/2025;1;210;0%;2;0;5;;; -   
502;GT;02;RUTA EL ATLANTICO;30;1401;PULP;1/1/2025;110;176;63%;647;63;1,686;17;98; 0.89 
503;GT;02;RUTA EL ATLANTICO;30;1401;PULP;2/1/2025;84;182;46%;309;29;844;12;69; 0.82 
504;GT;02;RUTA EL ATLANTICO;30;1401;PULP;3/1/2025;61;188;32%;178;16;466;16;30; 0.49 
505;GT;02;RUTA EL ATLANTICO;30;1401;PULP;4/1/2025;77;188;41%;271;20;474;13;36; 0.47 
506;GT;02;RUTA EL ATLANTICO;30;1401;PULP;5/1/2025;90;193;47%;470;38;1,010;18;56; 0.62 
507;GT;02;RUTA EL ATLANTICO;30;1401;PULP;6/1/2025;81;200;41%;424;35;924;14;66; 0.81 
508;GT;02;RUTA EL ATLANTICO;30;1401;PULP;7/1/2025;99;207;48%;715;61;1,617;15;105; 1.06 
509;GT;02;RUTA EL ATLANTICO;30;1401;PULP;8/1/2025;104;210;50%;633;53;1,426;11;126; 1.21 
510;GT;02;RUTA EL ATLANTICO;30;1401;PULP;9/1/2025;105;221;48%;637;52;1,408;13;110; 1.05 
511;GT;02;RUTA EL ATLANTICO;30;1401;PULP;10/1/2025;111;221;50%;680;56;1,492;14;110; 0.99 
512;GT;02;RUTA EL ATLANTICO;30;1401;PULP;11/1/2025;131;229;57%;707;58;1,486;13;114; 0.87 
513;GT;02;RUTA EL ATLANTICO;30;1401;PULP;12/1/2025;128;236;54%;525;43;1,184;11;108; 0.84 
514;GT;02;RUTA EL ATLANTICO;30;1401;PULP;1/1/2026;147;244;60%;771;63;1,697;13;128; 0.87 
515;GT;02;RUTA EL ATLANTICO;30;1401;PULP;2/1/2026;164;245;67%;912;80;2,150;14;157; 0.96 
516;GT;02;RUTA EL ATLANTICO;30;1401;PULP;3/1/2026;161;256;63%;1,112;91;2,363;16;148; 0.92 
517;GT;02;RUTA EL ATLANTICO;30;1401;PULP;4/1/2026;135;263;51%;807;70;1,875;22;85; 0.63 
530;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;1/1/2025;139;176;79%;1,032;223;4,841;32;152; 1.09 
531;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;2/1/2025;157;182;86%;1,063;213;4,557;23;196; 1.25 
532;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;3/1/2025;156;188;83%;1,645;333;7,184;35;206; 1.32 
533;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;4/1/2025;138;188;73%;1,544;311;6,715;44;153; 1.11 
534;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;5/1/2025;163;193;84%;1,613;332;6,637;35;191; 1.17 
535;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;6/1/2025;137;200;69%;888;183;4,076;25;163; 1.19 
536;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;7/1/2025;164;207;79%;1,413;263;5,951;27;219; 1.34 
537;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;8/1/2025;163;210;78%;1,066;214;4,909;24;202; 1.24 
538;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;9/1/2025;154;221;70%;1,497;303;6,721;36;188; 1.22 
539;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;10/1/2025;160;221;72%;1,391;278;6,016;34;178; 1.11 
540;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;11/1/2025;139;229;61%;972;189;3,553;30;118; 0.85 
541;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;12/1/2025;138;236;58%;840;179;4,051;27;149; 1.08 
542;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;1/1/2026;161;244;66%;1,164;235;5,206;31;166; 1.03 
543;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;2/1/2026;163;245;67%;1,413;281;6,168;41;152; 0.93 
544;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;3/1/2026;193;256;75%;1,731;343;7,410;37;200; 1.04 
545;GT;02;RUTA EL ATLANTICO;30;1401;SPORADE;4/1/2026;136;263;52%;922;196;4,288;40;108; 0.79 
546;GT;02;RUTA EL ATLANTICO;30;1401;VIDA;5/1/2025;50;193;26%;37;15;130;10;13; 0.26 
547;GT;02;RUTA EL ATLANTICO;30;1401;VIDA;6/1/2025;8;200;4%;10;4;40;40;1; 0.13 
548;GT;02;RUTA EL ATLANTICO;30;1401;VIDA;7/1/2025;5;207;2%;6;2;26;26;1; 0.20 
549;GT;02;RUTA EL ATLANTICO;30;1401;VIDA;8/1/2025;1;210;0%;1;0;5;;; -   
550;GT;02;RUTA EL ATLANTICO;30;1401;VIDA;10/1/2025;2;221;1%;1;0;5;;; -   
551;GT;02;RUTA EL ATLANTICO;30;1401;VIDA;11/1/2025;1;229;0%;1;0;2;;; -   
564;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;1/1/2025;106;176;60%;968;137;2,813;26;109; 1.03 
565;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;2/1/2025;81;182;45%;325;45;1,029;22;46; 0.57 
566;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;3/1/2025;87;188;46%;486;68;1,569;22;72; 0.83 
567;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;4/1/2025;76;188;40%;494;71;1,589;42;38; 0.50 
568;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;5/1/2025;105;193;54%;620;89;1,895;33;57; 0.54 
569;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;6/1/2025;88;200;44%;583;83;1,785;31;58; 0.66 
570;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;7/1/2025;105;207;51%;787;113;2,530;28;91; 0.87 
571;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;8/1/2025;90;210;43%;310;44;1,049;17;63; 0.70 
572;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;9/1/2025;85;221;38%;796;114;2,757;55;50; 0.59 
573;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;10/1/2025;90;221;41%;321;45;1,080;16;69; 0.77 
574;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;11/1/2025;59;229;26%;125;17;432;14;30; 0.51 
575;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;12/1/2025;16;236;7%;28;4;102;15;7; 0.44 
576;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;1/1/2026;11;244;5%;41;5;140;16;9; 0.82 
577;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;2/1/2026;17;245;7%;23;3;80;16;5; 0.29 
578;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;3/1/2026;43;256;17%;78;7;242;12;20; 0.47 
579;GT;02;RUTA EL ATLANTICO;30;1401;VOLT;4/1/2026;20;263;8%;32;3;102;13;8; 0.40 
580;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;9/1/2025;21;221;10%;31;8;145;13;11; 0.52 
581;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;10/1/2025;9;221;4%;24;5;100;20;5; 0.56 
582;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;11/1/2025;63;229;28%;363;53;1,274;42;30; 0.48 
583;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;12/1/2025;91;236;39%;508;73;1,665;29;57; 0.63 
584;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;1/1/2026;73;244;30%;533;77;1,705;43;40; 0.55 
585;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;2/1/2026;77;245;31%;476;69;1,496;35;43; 0.56 
586;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;3/1/2026;82;256;32%;536;77;1,683;38;44; 0.54 
587;GT;02;RUTA EL ATLANTICO;30;1401;VOLT GO;4/1/2026;56;263;21%;159;23;526;21;25; 0.45 
600;GT;02;RUTA EL ATLANTICO;30;1402;BIG;1/1/2025;151;211;72%;1,363;518;6,856;23;294; 1.95 
601;GT;02;RUTA EL ATLANTICO;30;1402;BIG;2/1/2025;152;214;71%;1,091;412;5,430;21;256; 1.68 
602;GT;02;RUTA EL ATLANTICO;30;1402;BIG;3/1/2025;149;218;68%;1,395;533;6,992;24;291; 1.95 
603;GT;02;RUTA EL ATLANTICO;30;1402;BIG;4/1/2025;144;219;66%;1,448;562;7,197;28;259; 1.80 
604;GT;02;RUTA EL ATLANTICO;30;1402;BIG;5/1/2025;154;224;69%;2,124;802;10,546;39;267; 1.73 
605;GT;02;RUTA EL ATLANTICO;30;1402;BIG;6/1/2025;147;225;65%;1,660;646;8,499;33;255; 1.73 
606;GT;02;RUTA EL ATLANTICO;30;1402;BIG;7/1/2025;135;232;58%;2,073;706;9,549;38;250; 1.85 
607;GT;02;RUTA EL ATLANTICO;30;1402;BIG;8/1/2025;146;239;61%;1,521;593;7,664;33;232; 1.59 
608;GT;02;RUTA EL ATLANTICO;30;1402;BIG;9/1/2025;142;249;57%;1,620;584;7,830;38;205; 1.44 
609;GT;02;RUTA EL ATLANTICO;30;1402;BIG;10/1/2025;147;249;59%;1,563;575;7,650;33;232; 1.58 
610;GT;02;RUTA EL ATLANTICO;30;1402;BIG;11/1/2025;144;257;56%;1,240;457;6,182;29;215; 1.49 
611;GT;02;RUTA EL ATLANTICO;30;1402;BIG;12/1/2025;139;262;53%;1,269;490;6,484;30;213; 1.53 
612;GT;02;RUTA EL ATLANTICO;30;1402;BIG;1/1/2026;147;264;56%;1,571;559;7,586;31;241; 1.64 
613;GT;02;RUTA EL ATLANTICO;30;1402;BIG;2/1/2026;144;266;54%;1,426;519;6,824;33;206; 1.43 
614;GT;02;RUTA EL ATLANTICO;30;1402;BIG;3/1/2026;145;267;54%;1,751;634;8,290;36;228; 1.57 
615;GT;02;RUTA EL ATLANTICO;30;1402;BIG;4/1/2026;133;271;49%;1,473;529;6,804;38;177; 1.33 
628;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;1/1/2025;11;211;5%;28;2;94;7;14; 1.27 
629;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;2/1/2025;12;214;6%;24;2;74;7;11; 0.92 
630;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;3/1/2025;12;218;6%;31;2;94;9;10; 0.83 
631;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;4/1/2025;14;219;6%;33;3;103;9;11; 0.79 
632;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;5/1/2025;17;224;8%;42;3;135;17;8; 0.47 
633;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;8/1/2025;5;239;2%;8;1;26;13;2; 0.40 
634;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;9/1/2025;19;249;8%;32;3;101;11;9; 0.47 
635;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;10/1/2025;12;249;5%;30;2;91;13;7; 0.58 
636;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;11/1/2025;17;257;7%;29;2;89;11;8; 0.47 
637;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;12/1/2025;11;262;4%;20;1;59;30;2; 0.18 
638;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;1/1/2026;15;264;6%;29;2;93;13;7; 0.47 
639;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;2/1/2026;19;266;7%;36;3;122;9;14; 0.74 
640;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;3/1/2026;17;267;6%;25;2;75;19;4; 0.24 
641;GT;02;RUTA EL ATLANTICO;30;1402;BIO ALOE;4/1/2026;11;271;4%;27;2;89;15;6; 0.55 
658;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;1/1/2025;195;211;92%;1,885;669;6,035;16;386; 1.98 
659;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;2/1/2025;197;214;92%;1,790;710;6,222;16;400; 2.03 
660;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;3/1/2025;213;218;98%;2,115;838;7,486;15;487; 2.29 
661;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;4/1/2025;204;219;93%;2,233;868;7,716;17;449; 2.20 
662;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;5/1/2025;213;224;95%;2,183;844;7,772;19;401; 1.88 
663;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;6/1/2025;209;225;93%;2,013;794;7,207;20;354; 1.69 
664;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;7/1/2025;211;232;91%;2,050;816;7,315;18;412; 1.95 
665;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;8/1/2025;220;239;92%;2,174;837;7,592;18;411; 1.87 
666;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;9/1/2025;214;249;86%;1,980;757;6,854;20;342; 1.60 
667;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;10/1/2025;221;249;89%;2,292;834;7,793;19;401; 1.81 
668;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;11/1/2025;224;257;87%;2,019;740;6,521;19;351; 1.57 
669;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;12/1/2025;223;262;85%;1,540;586;5,397;15;372; 1.67 
670;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;1/1/2026;217;264;82%;1,734;654;6,078;17;365; 1.68 
671;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;2/1/2026;223;266;84%;1,837;691;6,325;17;368; 1.65 
672;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;3/1/2026;235;267;88%;2,575;942;8,936;20;455; 1.94 
673;GT;02;RUTA EL ATLANTICO;30;1402;CIELO;4/1/2026;224;271;83%;1,858;704;6,547;22;302; 1.35 
686;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;1/1/2025;180;211;85%;908;326;3,888;15;255; 1.42 
687;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;2/1/2025;160;214;75%;705;267;3,308;15;223; 1.39 
688;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;3/1/2025;170;218;78%;874;320;3,971;14;274; 1.61 
689;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;4/1/2025;161;219;74%;752;308;3,665;19;191; 1.19 
690;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;5/1/2025;173;224;77%;949;371;4,525;22;202; 1.17 
691;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;6/1/2025;179;225;80%;1,044;408;5,031;22;224; 1.25 
692;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;7/1/2025;174;232;75%;1,118;369;4,813;21;226; 1.30 
693;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;8/1/2025;181;239;76%;1,132;394;5,150;21;251; 1.39 
694;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;9/1/2025;184;249;74%;1,064;383;4,959;20;247; 1.34 
695;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;10/1/2025;185;249;74%;967;334;4,211;20;207; 1.12 
696;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;11/1/2025;185;257;72%;965;356;4,407;21;207; 1.12 
697;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;12/1/2025;169;262;65%;739;274;3,524;20;173; 1.02 
698;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;1/1/2026;176;264;67%;838;309;3,900;21;185; 1.05 
699;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;2/1/2026;172;266;65%;853;280;3,624;19;186; 1.08 
700;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;3/1/2026;172;267;64%;972;331;4,280;20;212; 1.23 
701;GT;02;RUTA EL ATLANTICO;30;1402;CIFRUT;4/1/2026;191;271;70%;976;285;3,764;23;165; 0.86 
709;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;1/1/2025;1;211;0%;3;0;8;8;1; 1.00 
710;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;2/1/2025;3;214;1%;4;0;12;;; -   
711;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;3/1/2025;5;218;2%;8;1;23;23;1; 0.20 
712;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;4/1/2025;3;219;1%;6;1;17;9;2; 0.67 
713;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;5/1/2025;10;224;4%;15;1;29;15;2; 0.20 
714;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;6/1/2025;4;225;2%;7;1;20;5;4; 1.00 
715;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;7/1/2025;2;232;1%;4;0;12;;; -   
716;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;12/1/2025;1;262;0%;1;0;3;3;1; 1.00 
717;GT;02;RUTA EL ATLANTICO;30;1402;COOL TEA;1/1/2026;1;264;0%;1;0;3;;; -   
730;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;1/1/2025;46;211;22%;83;3;179;7;25; 0.54 
731;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;2/1/2025;25;214;12%;48;2;115;7;16; 0.64 
732;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;3/1/2025;69;218;32%;128;4;233;7;35; 0.51 
733;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;4/1/2025;45;219;21%;97;3;182;6;33; 0.73 
734;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;5/1/2025;27;224;12%;131;3;190;10;20; 0.74 
735;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;6/1/2025;35;225;16%;97;5;230;10;24; 0.69 
736;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;7/1/2025;59;232;25%;150;4;282;8;36; 0.61 
737;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;8/1/2025;56;239;23%;185;5;335;9;38; 0.68 
738;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;9/1/2025;59;249;24%;197;5;326;12;27; 0.46 
739;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;10/1/2025;32;249;13%;145;4;267;11;24; 0.75 
740;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;11/1/2025;80;257;31%;237;7;405;11;36; 0.45 
741;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;12/1/2025;63;262;24%;186;5;306;8;40; 0.63 
742;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;1/1/2026;49;264;19%;154;4;282;9;30; 0.61 
743;GT;02;RUTA EL ATLANTICO;30;1402;D GUSSTO;2/1/2026;85;266;32%;246;6;409;5;75; 0.88 
